,Name,Link,Location,Number,Email,Website,Description
2484,sky-and-space-global,https://www.mwcbarcelona.com/exhibitor/sky-and-space-global/,Hall 7 Stand 7A11,,eva@skyandspace.global,http://www.skyandspace.global,Sky and Space Global LTD is a UK company listed on the Australian Stock Exchange (ASX).
2485,skyeye-pacific,https://www.mwcbarcelona.com/exhibitor/skyeye-pacific/,Hall M8,,sam@skyeye.ws,,"SkyEye Pacific is a Pacific based and Samoan, Solomon Islands, Tonga and Vanuatu registered Information Technology Company. It focuses on providing services that harness technology and customise/localise for user friendly Geo-Spatial Technologies solutions to Pacific Island Countries. Established in December 2013, SkyEye Pacific is owned and operated entirely by Pacific Islanders. It is governed by a Board of eight (8) directors and managed by a Country Manager for each of the Countries with a team of 25 staff over 4 countries. This is the second Innovator award SkyEye has won and our customers have been our best promoters."
2486,skylab-networks,https://www.mwcbarcelona.com/exhibitor/skylab-networks/,Hall 8,,info@skylabteam.com,http://www.skylabteam.com,"SkyLab provides critical IoT data logistic solutions to enterprises in order to help them gain valuable insights and drive proactive actions on asset optimisation and resource management. Our proven data gathering and delivery platform, combined with our network agnostic connectivity solution and data acceleration features, effectively address challenges such as latency, security and scalability."
2487,skyroam-gmbh,https://www.mwcbarcelona.com/exhibitor/skyroam-gmbh/,Hall 7 Stand 7B81,,mwc@skyroam.co,http://www.skyroam.com,"Skyroam’s smart mobile WiFi solution instantly connects users with the best local network via its proprietary virtual SIM, without limiting to a single carrier. Skyroam’s Solis hotspot device is a traveller’s best friend, delivering secure 4G LTE in 130+ countries AND a power bank charger. Skyroam also licenses our vSIM to enable MNO, MVNOs, IoT, smartphones & more. Visit us to discuss:"
2488,skyworks-solutions,https://www.mwcbarcelona.com/exhibitor/skyworks-solutions/,Hall 2 Stand 2G3Ex,,,http://www.skyworksinc.com,"Skyworks Solutions, Inc. is empowering the wireless networking revolution.  Our highly innovative analog semiconductors are connecting people, places and things spanning a number of new and previously unimagined applications within the aerospace, automotive, broadband, cellular infrastructure, connected home, industrial, medical, military, smartphone, tablet and wearable markets."
2489,slashmobility,https://www.mwcbarcelona.com/exhibitor/slashmobility/,Hall Congress Square Stand CS30,,,,"Innovative solutions company Mobile Corporate founded in 2010 whose mission is focused on accelerating the technological digitalization of society. SlashMobility has a team of +70 professionals who have developed +1,000 solutions for +150 clients in its headquarters in Madrid, Barcelona and London. It offers services from the ideation, conceptualization and development of mobile solutions, integrated with emerging technologies such as IOT, Blockchain, AI and VR. In addition, it offers recruitment, loyalty and IT talent promotion services. SlashMobility has an investment fund in startups (Bloomium) and its own line of B2E digital products (Kokoro Studio)."
2490,slicingdice,https://www.mwcbarcelona.com/exhibitor/slicingdice/,Hall 8,,,,
2491,smaaart,https://www.mwcbarcelona.com/exhibitor/smaaart/,Hall 5 Stand 5B61,,contact@smaaart.fr,http://www.smaaart.fr,"SMAAART are premium smartphones refurbished in France. Our mobiles are 100% functional, compliant with sustainable policies, with 12 to 24 months warranty and offering a high quality after sales service. SMAAART are smartphones with a positive ecological footprint."
2492,smaato,https://www.mwcbarcelona.com/exhibitor/smaato/,Hall 8,,events@smaato.com,http://www.smaato.com,"Smaato is the leading global real-time mobile advertising platform, connecting 10,000+ advertisers — including 91 of the Top 100 Ad Age brands — with over 90,000 app developers and mobile web publishers. Smaato manages up to 20 billion mobile ad impressions daily and reaches over one billion unique mobile users monthly. Founded in 2005 by mobile pioneers Ragnar Kruse and Petra Vorsteher, Smaato has global headquarters in San Francisco, California, with additional offices in Berlin, Hamburg, New York City, Shanghai, and Singapore. Learn more at www.smaato.com."
2493,small-medium-business-corporation-youth-start-up-academy,https://www.mwcbarcelona.com/exhibitor/small-medium-business-corporation-youth-start-up-academy/,Hall Congress Square Stand CS56,,,,"SBC startup Academy provides not only financial assistance, for example, for the production of prototypes but also a variety of systematic programs regarding the office space, training, technology, and marketing."
2494,small-cell-forum,https://www.mwcbarcelona.com/exhibitor/small-cell-forum/,Hall 7 Stand 7L65,,,,"Small Cell Forum works to drive the wide-scale adoption of small cells and accelerate the delivery of dense integrated HetNets. Today, SCF members are addressing commercial, practical and technical issues in order to deliver a deployable and profitable 4G and 5G. Projects focus on business models, virtualized architectures, automation, open interfaces, and backhaul. We identify requirements through global operator input and accelerate results via strategic partnerships with industry organizations and standards bodies. By driving a unified approach to densification, SCF plays a vital role in creating a future-proof framework for 5G and dense HetNets"
2495,smanos,https://www.mwcbarcelona.com/exhibitor/smanos/,Hall 7 Stand 7J3,,sales@smanos.com,,"In the picturesque outskirts of Amsterdam (Hoofddorp) came about the inception of smart home technology brand smanos in 2013. Harnessing cutting-edge design concepts, smanos delivers the ultimate user experience of wireless smart home and DIY security systems to households worldwide. Promising more than just a sense of security, smanos also ensures user-definable comfort and convenience, along with mobile accessibility and confirmation. In its pursuit for perfection in human-centric research and design, smanos continues to wow homeowners by putting the smarts of smart home and smart security directly in their hands. Dream big and live smart with smanos now!"
2496,smarf-co-ltd-2,https://www.mwcbarcelona.com/exhibitor/smarf-co-ltd-2/,Hall M8,,eric@smarf.kr,http://www.smarf.kr,"SMARF develops smart agriculture solution including valves and platform. SMARF is headquartered in Daejeon, Republic of Korea, and was founded by Mr. Chae in 2015."
2497,smarf-co-ltd,https://www.mwcbarcelona.com/exhibitor/smarf-co-ltd/,Hall 1 Stand 1E18,,eric@smarf.kr,http://www.smarf.kr,"SMARF develops smart agriculture solution including valves and platform. SMARF is headquartered in Daejeon, Republic of Korea, and was founded by Mr. Chae in 2015."
2498,smart-biosystem,https://www.mwcbarcelona.com/exhibitor/smart-biosystem/,Hall M8,,adrian.navarro@smartbiosystem.com,,"SMART BIOSYSTEM develops, produces and markets technology applied to the Smart Cities and the agriculture."
2499,smart-engines,https://www.mwcbarcelona.com/exhibitor/smart-engines/,Hall 7 Stand 7G70,,info@smartengines.com,,"Smart Engines is a multinational technology company with decades of expertise in Optical Character Recognition. Coming from the well-respected Russian Academy of Science, our engineers have developed an OCR software that answers the challenges that organizations face in terms of documents recognition, and which steered Smart Engines company become the leading partner to over 150 prestigious airlines, banks and governments around the world. Smart Engines OCR solution performs data extraction in the video stream from mobile devices, desktop and server platforms, and can recognize over 700 international document types without data transmission, providing the highest level of security and quick results."
2500,smart-iot-labs,https://www.mwcbarcelona.com/exhibitor/smart-iot-labs/,Hall M8,,,http://www.smartiotlabs.com,"Smart IoT Labs is developing a new Virtual Assistant generation for your home, more intelligent, proactive and autonomous than the currently Smart Speakers available. Through the use of state-of-the-art Artificial Intelligence algorithms and data gathered by its Super-Sensors, the assistant “senses” the house, learns family habits, reasons and decides how to act without receiving explicit commands."
2501,smart-stone,https://www.mwcbarcelona.com/exhibitor/smart-stone/,Hall 1 Stand 1C51,,logan@smart-stone.co.kr,http://www.smart-stone.co.kr,We can give you the innovative solution to save the water in the toilet.
2502,smart-venture-campus,https://www.mwcbarcelona.com/exhibitor/smart-venture-campus/,Hall M8,,hksong@omnitel.co.kr,,"Smart Venture Campus has been established in Seoul, Korea, as a hub for startup companies. It is a seed accelerator for young entrepreneurs providing workplace, financial support and mentoring to run own business successfully. Its three major sectors are Apps, Contents and SW convergence."
2503,smart-wellness,https://www.mwcbarcelona.com/exhibitor/smart-wellness/,Hall Congress Square Stand CS56,,ceo@cubroid.com,http://www.cubroid.com,"CUBROID is a global leading AI and educational robotics start-up company. Going forward, AI robots will have a huge influence on people’s daily lives, and not just those who are interested in technology. As such, we wanted to create an easy to use robot for even those who are not tech savvy."
2504,smart-t,https://www.mwcbarcelona.com/exhibitor/smart-t/,Hall 8,,,,
2505,smartbridge-information-ltd,https://www.mwcbarcelona.com/exhibitor/smartbridge-information-ltd/,Hall M8,,,,"Established in 2010. SmartBridge Information Inc. is focused on system integration and product solution. We provide System level products with Internet-related for our valued customers and Full IoT integration products including: IoT APP, IoT Gateway, and IoT sensors and devices. "
2506,smartcom,https://www.mwcbarcelona.com/exhibitor/smartcom/,Hall 5 Stand 5B61,,,,
2507,smarter-grid-international,https://www.mwcbarcelona.com/exhibitor/smarter-grid-international/,Hall M8,,,,
2508,smartreumbang-e,https://www.mwcbarcelona.com/exhibitor/smartreumbang-e/,Hall M8,,sbangsales1@naver.com,http://www.sbange.com,"SmartreumBang-E is manufacturer of innovative Daily Supplies. We were established in this year, and are doing our best to provide high-quality by endless research and development. Our products, ‘sin藥’ & ‘sin藥 conditioner’ achieves dramatic development in design, performance, efficiency compared with existing low-price shoe dryer. My products can solve inconvenient of people who has foot disease like foot odor, athlete’s feet, they can’t wash their shoe every day."
2509,smartviser,https://www.mwcbarcelona.com/exhibitor/smartviser/,Hall 5 Stand 5B41,,christele.arnoult@smartviser.com,http://www.smartviser.com,SmartViser is a recognized expert in Test Automation.
2510,smith-micro-software,https://www.mwcbarcelona.com/exhibitor/smith-micro-software/,Hall 8,,,http://www.smithmicro.com,"Smith Micro develops software to simplify and enhance the mobile experience, providing solutions to leading wireless service providers and cable MSO’s worldwide. Our solutions enrich today’s connected lifestyles while creating new opportunities to engage consumers via smartphones and consumer IoT devices. Our products include"
2511,smk-electronics-europe-ltd,https://www.mwcbarcelona.com/exhibitor/smk-electronics-europe-ltd/,Hall 8,,,http://www.smkeurope.com,"SMK Electronics (Europe) Ltd, a division of SMK Corporation, headquartered in Tokyo, has long been a world leader in the design, development and manufacture of a wide range of components including remote controls, connectors, plugs/jacks, switches, antennas, communication modules, camera modules, touch panels used in the consumer electronic, mobile phone, automotive, medical, home automation, industrial application markets. Specialising in miniaturisation and with local and global R&D and production facilities SMK is in an unique position to support the quick moving, ever changing and demanding mobile and IoT markets. For more information, visit our website www.smkeurope.com."
2512,smsmode,https://www.mwcbarcelona.com/exhibitor/smsmode/,Hall 5 Stand 5B61,,,,
2513,snap-inc,https://www.mwcbarcelona.com/exhibitor/snap-inc/,Hall 5 Stand 5L10MR,,sunshine@snap.com,,"Snap Inc. is a camera company.  We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate.  We contribute to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together."
2514,snarto-sp-z-o-o,https://www.mwcbarcelona.com/exhibitor/snarto-sp-z-o-o/,Hall 6 Stand 6J1,,adrian@snarto.com,http://www.snarto.com,The best way to deliver your cargo!
2515,snowfire,https://www.mwcbarcelona.com/exhibitor/snowfire/,Hall 7 Stand 7F41,,ditte@snowfire.net,,Snowfire – The collaboration platform for high converting websites. Meet a designer and break free.
2516,soccerdream,https://www.mwcbarcelona.com/exhibitor/soccerdream/,Hall M8,,contact@soccerdream.com,http://www.soccerdream.com,"SoccerDream is a startup fully focused in VR football training with a B2B business model to sell its VR training tool to clubs around the world. SoccerDream has proven that players using our VR Football Training platform improve their football game on the real field. This has been proven in our Lab in Barcelona, Spain, for the specific game aspects trained in the VR. We call it developing the Football IQ. The key is that VR allows to train football IQ and cognitive aspects aside from physical & technical aspects."
2517,social-extender,https://www.mwcbarcelona.com/exhibitor/social-extender/,Hall M8,,carmine@socialextender.com,,"Social Extender is a integrated solution for the digital management of both CORPORATE and CONSUMER events, that helps organisers and events managers  to manage, monitor, and optimise all the steps of an event, digitizing its management flows."
2518,social-nest-foundation,https://www.mwcbarcelona.com/exhibitor/social-nest-foundation/,Hall M8,,info@socialnest.org,http://www.socialnest.org,"Social Nest Foundation is the pioneer impact accelerator in Spain. The Foundation supports people and organisations seeking- through technology- a positive social and environmental impact.  To carry out its mission Social Nest runs accelerations programs that support entrepreneurs from the idea stage to investment readiness as well as promotes impact investing through #Fi, an impact investing forum where the main leaders in the sector gather to learn and connect. It also runs the first Social Innovation Space in the Valencian region, an international community of impact entrepreneurs and innovators. Social Nest boosts Entrepreneurship, Technology and Investment for Impact."
2519,socialpubli,https://www.mwcbarcelona.com/exhibitor/socialpubli/,Hall M8,,,http://www.socialpubli.com,Socialpubli.com is a social tool that connects advertisers with influencers.
2520,socialreacher,https://www.mwcbarcelona.com/exhibitor/socialreacher/,Hall M8,,,,"SocialReacher is a corporate communication tool focused on the concept of employee advocacy. Through it, a company has the opportunity to motivate its collaborators (employees, partners…) to contribute to spreading messages through their own social networks. Through a gambling program, employees earn points each time they share publications on their networks, which they can exchange for points. Thanks to SocialReacher, make your collaborators your brand ambassadors."
2521,sofrecom,https://www.mwcbarcelona.com/exhibitor/sofrecom/,Hall 3 Stand 3K10,,ldcontact.sofrecom@sofrecom.com,http://www.sofrecom.com,"Sofrecom, an Orange Group subsidiary, has developed over almost 50 years its unique ingenuity in the operator businesses. It is now a world leader in information and communication technologies as well as business consulting for the telecoms industry."
2522,soft-business-solutions-inc,https://www.mwcbarcelona.com/exhibitor/soft-business-solutions-inc/,Hall 5 Stand 5F61,,ergin@soft.com.tr,http://www.soft.com.tr,"SOFT Business Solutions Inc. was founded in early 1996 by a team who had accomplished successful projects for quite a long time. Today, with its accomplishment '' to provide solutions satisfying customer requirements by making use of the latest developments in Information Technologies (IT) and to present its consultancy services with quality basis” SOFT has become the number one Strategic Business Partner for Logistics and Transportation Companies in Turkey. With an expert staff of 57, SOFT is providing service to more than 700 companies in Logistics and Transportation Sector."
2523,soft-dev-team-colombia-sas,https://www.mwcbarcelona.com/exhibitor/soft-dev-team-colombia-sas/,Hall M8,,,,
2524,softech,https://www.mwcbarcelona.com/exhibitor/softech/,Hall 6 Stand 6G11,,contact@softech.ro,http://www.softech.ro,"SOFTECH  is a technology-driven innovative software development and outsourcing company from Cluj-Napoca, Romania, active on the global market. "
2525,softex,https://www.mwcbarcelona.com/exhibitor/softex/,Hall 8,,ana@softex.br,,"Brasil IT+ is a partnership sponsored by SOFTEX (Association for the Promotion of Brazilian Software Excellence) and APEX Brasil (Brazilian Trade and Investment Promotion Agency) promoting Brazilian IT companies internationally. Visit us at Hall 8.1 stand E11 to meet with our companies: Argotechno, BRQ, Bwtech, Chkout.me, Digibee, EiTV, Every TI, Ilegra, Inevent, Khomp, Linkedby, MBA Mobi, MC1, Navita, Pulsus, Sikur, Slicingdice, Tokenlab, Totaldocs, Vortigo, W5, 2Mundos and learn how they can support your Digital Revolution with a broad portfolio from app development, enterprise mobile application, digital media, security, mobility, cloud, big data analytics, dashboards, streaming, telecommunications and IT outsourcing services."
2526,softone-technologies-s-a,https://www.mwcbarcelona.com/exhibitor/softone-technologies-s-a/,Hall 8,,info@softone.gr,,"SoftOne is one of Europe’s most dynamic software vendors, focusing in the development of ERP, CRM, Enterprise Mobility Solutions and innovative Cloud Services. "
2527,software-ag,https://www.mwcbarcelona.com/exhibitor/software-ag/,Hall 8,,cumulocityiot@softwareag.com,http://www.softwareag.com,"In the Internet of Things (IoT) market, Software AG enables enterprises to integrate, connect and manage IoT component, analyze data and predict future events based on Artificial Intelligence (AI). Connect and experience every “thing” instantly with Cumulocity IoT, our open, independent and carrier-grade secure IoT platform. Start small, prove value quickly and grow in sophistication at the pace of your business."
2528,software-radio-systems,https://www.mwcbarcelona.com/exhibitor/software-radio-systems/,Hall 7 Stand 7D71,,info@softwareradiosystems.com,http://www.softwareradiosystems.com,"Software Radio Systems (SRS) delivers open, auditable software for mobile wireless systems. We are an Irish company providing custom product solutions, applications and modular, portable libraries for a range of wireless technologies including LTE, LTE-Advanced, LTE-Advanced Pro and 5G NR. Our software-defined radio approach targets commodity processing hardware and flexible RF front-ends to deliver cutting-edge wireless solutions."
2529,softweb-adaptive-it-solutions,https://www.mwcbarcelona.com/exhibitor/softweb-adaptive-it-solutions/,Hall 8,,karab@softweb.gr,,"SOFTWeb adaptive It solutions is a software house specializing in enterprise front end solutions with integrations needs. Our line of services ranges from native mobile development, B2B e-commerce platforms, Web-platforms & portals to custom logistics oriented CRM’s. "
2530,sogetel-s-r-l,https://www.mwcbarcelona.com/exhibitor/sogetel-s-r-l/,Hall M8,,info@sogetel.it,http://www.sogetel.it,"Sogetel S.r.l. was founded in 1981 as a company operating in the field of computer science, becoming in the 1990’s provider of advanced IT services and acquiring a consolidated experience in both applicative (Design & Maintenance) and system (System monitoring, Network Design & Management) fields."
2531,soinn-inc,https://www.mwcbarcelona.com/exhibitor/soinn-inc/,Hall M8,,,,"SOINN (Self-Organizing Incremental Neural Network) is our unique machine learning technology, inspired on brain functioning. SOINN differs from deep learning in that (1) it learns by a variety of knowledge functions; including cognition, inference, and knowledge transfer, it is not a programmed algorithm, (2) needs a minimum amount of labeled-data, (3) removes noise automatically, (4) learns comprehensibly from multiple data sources, (5) supports motion knowledge transfer among robots with different specifications.  In addition, SOINN runs on PC, smartphones and computer chips by reducing calculation workload, highly minimizing cost and increasing versatility."
2532,solace,https://www.mwcbarcelona.com/exhibitor/solace/,Hall 8,,ines.lasch@solace.com,http://www.solace.com,"Solace is the creator of PubSub+, advanced message broker technology that can be used to create an event distribution mesh. As the only unified message broker that supports publish/subscribe, queueing, request/reply and streaming using open protocols and APIs across hybrid cloud and IoT environments, we rapidly and reliably route information between applications, devices and people across clouds. Large enterprises such as SAP, Barclays, and American Express, as well as Telco’s such as Airtel, Cricket, and Jio use our smart data movement technologies to modernize legacy applications and successfully pursue analytics, hybrid cloud and Internet of Things strategies."
2533,solarworks,https://www.mwcbarcelona.com/exhibitor/solarworks/,Hall M8,,,,
2534,solid,https://www.mwcbarcelona.com/exhibitor/solid/,Hall 7 Stand 7G81,,,http://www.solid.com,"SOLiD (https://www.solid.com) drives extreme edge connectivity through a portfolio of DAS, optical and IOT solutions to connect people, places and things in a fantastically connected world. SOLiD delivers RF amplifier, RF radio, optical transport and IOT solutions across the globe. SOLiD enables indoor and outdoor cellular and public-safety communications at some of the world’s best-known and most challenging venues including leading hospitals; professional, and college sports venues; government, university and Fortune 500 corporate buildings and campuses; international airports and metropolitan subways; industrial and logistical facilities; and other high-profile sites. For further information on SOLiD DAS, Backhaul and Fronthaul and IOT solutions go to www.solid.com or call 888-409-9997."
2535,solid-virtual,https://www.mwcbarcelona.com/exhibitor/solid-virtual/,Hall M8,,info@solidvirtual.com,http://www.solidvirtual.com,"Solid Virtual recreates any industrial process or site into virtual reality where collaborative design, virtual catalogues or specific training programs for safety, risk prevention, maintenance and operations are developed and run. Employees in different locations can be trained simultaneously in real time and in the same virtually replicated work facility."
2536,soluble-studio,https://www.mwcbarcelona.com/exhibitor/soluble-studio/,Hall M8,,ismael@solublestudio.com,,"Soluble is a team of strategic professionals who empower a range of startups and consolidated company brands from Europe and America. We are a multidisciplinary young studio with agile methodologies which help our clients achieve their goals, creating coherent brand identities that are recognizable cross all touch points."
2537,solve,https://www.mwcbarcelona.com/exhibitor/solve/,Hall 8,,galazoulas@gmail.com,http://www.sol-ve.com,"Solve is a platform, to find a beach, book and pay an umbrella, protect your valuables and order food and beverage, while at the beach."
2538,solve-2,https://www.mwcbarcelona.com/exhibitor/solve-2/,Hall M8,,galazoulas@gmail.com,http://www.sol-ve.com,"Solve is a platform, to find a beach, book and pay an umbrella, protect your valuables and order food and beverage, while at the beach."
2539,somnox,https://www.mwcbarcelona.com/exhibitor/somnox/,Hall M8,,julian@somnox.nl,,Somnox is the sleep company changing the world by changing the way you sleep. A good day starts with good nights and we're here to help you become your best. 
2540,sonarax,https://www.mwcbarcelona.com/exhibitor/sonarax/,Hall 5 Stand 5D81,,,,"Sonarax provides out-of-band connectivity over ultrasonic sound waves, beyond the human hearing range, enabling smooth and continuous Machine2Machine connection anytime, anywhere even when standard networks are not available."
2541,sondeos,https://www.mwcbarcelona.com/exhibitor/sondeos/,Hall 8,,,,
2542,sonim-technologies,https://www.mwcbarcelona.com/exhibitor/sonim-technologies/,Hall 5 Stand 5A11,,publicsafety@sonimtech.com,http://www.sonimtech.com,"Sonim Technologies is the only US manufacturer of mission-critical smart phone based solutions designed specifically for workers in extreme, hazardous and isolated environments. The Sonim solution includes ultra-rugged mobile phones, business-process applications and a suite of industrial-grade accessories, collectively designed to increase worker productivity, accountability and safety on the job site. Sonim's industry-leading, 3-year comprehensive warranty has redefined customer expectations of rugged technology. The company is headquartered in San Mateo, CA., and offers its products with mobile operators around the world."
2543,sonitor-forkbeard,https://www.mwcbarcelona.com/exhibitor/sonitor-forkbeard/,Hall 7 Stand 7J61,,terry.aasen@sonitor.com,http://www.sonitor.com/forkbeard,Forkbeard™ ultrasound-BLE technology platform for indoor positioning of smartphones and devices.
2544,sonnenscheinshenzhenind-co-ltd,https://www.mwcbarcelona.com/exhibitor/sonnenscheinshenzhenind-co-ltd/,Hall 1 Stand 1A38,,,http://www.sondata.com.tw,"Sonnneschein has over 22 years manufacturing experience in Consumer electronic accessories,tablet and smartphone accessories,screen films,screen applicators,active stylus.Over 80% of our business is either OEM or ODM with worldwide renowned brands. All our products are designed ,created and produced by ourselves. Most of our products are patented solutions.We strive for leadership in technology while offering to our customers competitive pricing ,the highest standards of quality and customer service."
2545,sonorys-germany,https://www.mwcbarcelona.com/exhibitor/sonorys-germany/,Hall 8,,joerg.meier@sonorys.at,http://www.sonorys.at,"Sonorys is a leading expert and supplier of telecommunications solutions for mobile virtual network operators. Our strengths are a high level of product customization to adapt to customer needs, fast time to market, high quality, out-of-the box solutions for MVNO and MVNE and unmatched total cost of ownership."
2546,sony-mobile-communications-inc,https://www.mwcbarcelona.com/exhibitor/sony-mobile-communications-inc/,Hall 3 Stand 3M10,,,,"Sony Mobile Communications is a subsidiary of Tokyo-based Sony Corporation, a leading global innovator of audio, video, imaging, game, communications, key device and information technology products for both the consumer and professional markets. With its music, pictures, computer entertainment and online businesses, Sony is uniquely positioned to be the leading electronics and entertainment company in the world. Through its Xperia™ smartphones and innovative smart products portfolio, Sony Mobile delivers the best of Sony technology, premium content and services, and easy connectivity to Sony’s world of networked entertainment experiences."
2547,sony-semicondcutor-solutions-corporation,https://www.mwcbarcelona.com/exhibitor/sony-semicondcutor-solutions-corporation/,Hall 4 Stand 4E1Ex,,ralf.wolf@sony.com,,"Sony Corporation is a leading manufacturer of audio, video, imaging, game, communications, key device and information technology products for the consumer and professional markets. With its music, pictures, interactive entertainment and online businesses, Sony is uniquely positioned to be the leading electronics and entertainment company in the world. Sony recorded consolidated annual sales of approximately $77 billion for the fiscal year ended March 31, 2018."
2548,sophos,https://www.mwcbarcelona.com/exhibitor/sophos/,Hall 4 Stand 4E8Ex,,,http://www.sophos.com,"Sophos is a leader in next-generation endpoint and network security. As the pioneer of synchronized security Sophos develops its innovative portfolio of endpoint, network, encryption, web, email, and mobile security solutions to work better together."
2549,soti-inc,https://www.mwcbarcelona.com/exhibitor/soti-inc/,Hall 5 Stand 5B40,,,,
2550,soundpays,https://www.mwcbarcelona.com/exhibitor/soundpays/,Hall 7 Stand 7J51,,steve@soundpays.com,http://www.soundpays.com,"Soundpays offers an advanced engagement solution for broadcasters that spans the IoT, mobile payments and Martech fields.  The company uses ultrasonic sound wave technology to deliver engagement information, call-to-action opportunities and even  product purchase screens directly from advertising or broadcast content to the mobile device.  "
2551,sounds-market,https://www.mwcbarcelona.com/exhibitor/sounds-market/,Hall M8,,pagusti@soundsmarket.com,http://www.soundsmarket.com,"Sounds Market is a mobile marketplace where musicians can buy, sell, rent and repair instruments and any kind of music gear, but also find recording studios and spaces where to play with their band nearby, teach and learn how to play any instrument."
2552,sourcenext-corporation,https://www.mwcbarcelona.com/exhibitor/sourcenext-corporation/,Hall 8,,planning@sourcenext.com,,"Sourcenext (Tokyo Stock Exchange, 4344:JP) is the largest distributor and creator of software, hardware, and IoT products in Japan. Founded in 1996, Sourcenext specializes in helping companies like Rosetta Stone and Evernote sell their software products and apps to a market of millions. And now with the launch of Pocketalk, Sourcenext is bringing its own products to the world. Through its expertise in user experience, marketing, and customer support, Sourcenext has earned the trust and respect of partners, retailers, and consumers around the world."
2553,sovs-co-ltd,https://www.mwcbarcelona.com/exhibitor/sovs-co-ltd/,Hall M8,,joeunnnn@gmail.com,,"SOVS Co., Ltd. is a company which suggests a convenient solution for asking photos. SOVS application is available on AppStore. Through normal mode and background mode, SOVS helps users to visualize their ideal composition on the camera screen. So far we ranked No.1 in 17 countries at all paid apps, AppStore and ranked No.1 in 43 countries at all photo & video apps, AppStore. Now we are communicating with users from 101 countries. Also we are providing 'SOVS2 – Pose Camera' which offers various poses for two or more people. SOVS2 is available on AppStore."
2554,sowhen,https://www.mwcbarcelona.com/exhibitor/sowhen/,Hall 8,,m.marouene@sowhen.fr,,SoWhen? is a creative start-up that links new technologies to people via storytelling and an innovative laboratory that creates emotional experiences that connect the brand's universe to its audience.
2555,spaceboost,https://www.mwcbarcelona.com/exhibitor/spaceboost/,Hall M8,,maria.donadeu@spaceboost.com,http://www.spaceboost.com,Spaceboost is a an PPC Automation Software created to change the way companies advertise on Google and Bing’s paid search & shopping advertising programs.
2556,spacetalk,https://www.mwcbarcelona.com/exhibitor/spacetalk/,Hall Congress Square Stand CS128,,,http://www.spacetalkwatch.com,"Market leading Australian all-on-one children’s smartphone, watch and GPS device. Sold by world leading MNO’s and CE Retailers, SPACETALK has 17+ years’ experience in school communications and student safety, 3G/4G mobile and IoT network available, SPACETALK is the clear choice for MNO’s and CE retailers seeking to succeed in this fast growing category. Kid wearable, kids mobile phone, kids smartwatch and child mobile phone"
2557,spacosa-corporation,https://www.mwcbarcelona.com/exhibitor/spacosa-corporation/,Hall 8,,park@spacosa.com,http://www.spacosa.com,"Spacosa provides location information service, or tracking service applying cloud service platform and GPS tracker for various network environments such as LoRaWAN, 3G, and LTE Cat M1. We help a user to track the carrier of the device whether it is a person or a vehicle. The service can be used to track children, elderly parents and others for their protection, and also to track vehicles, to manage assets and for other applications for better business operation. Due to recent development of Global tracker, supporting global roaming over 150 countries, the service has been expanded to international tracking service."
2558,spanish-pavilion-at-4yfn-2018-icex-and-red-es,https://www.mwcbarcelona.com/exhibitor/spanish-pavilion-at-4yfn-2018-icex-and-red-es/,Hall M8,,teresa.martin@icex.es,http://www.icex.es,"The Spanish Pavilion at 4YFN 2019 is supported by Red.es, ENISA Empresa Nacional de Innovación, INCIBE Instituto Nacional de Ciberseguridad and ICEX Spain Trade and Investment."
2559,spark-horizon,https://www.mwcbarcelona.com/exhibitor/spark-horizon/,Hall M8,,thibault@sparkhorizon.com,http://www.sparkhorizon.com,"Spark Horizon develops tomorrow lifestyle charging network, in partnership with brands and businesses that sponsor the service. Spark Horizon leverages a content-sponsored business model to viably scale EV charging stations. Our stations are smart-grid enabled, cloud-managed, and equipped with sensors that analyze surrounding mobility and audience data. In turn, brands can better adjust their advertising campaigns to specific audiences. We install our stations at no cost to property owners, who in turn increase revenue by attracting a consistent, niche clientele to their property for EV charging and affiliated services."
2560,spatialbuzz,https://www.mwcbarcelona.com/exhibitor/spatialbuzz/,Hall 7 Stand 7O61MR,,,http://www.spatialbuzz.com,SpatialBuzz helps mobile operators engage with their customers to make the network better. Enhanced engagement channels for Customers and Care. Crowdsourced network intelligence for Service Operations Centres. Customer-Driven Network Improvement.
2561,spectronite,https://www.mwcbarcelona.com/exhibitor/spectronite/,Hall 6 Stand 6L30,,elias.elaily@spectronite.com,http://www.spectronite.com,Spectronite 
2562,spectrum-effect,https://www.mwcbarcelona.com/exhibitor/spectrum-effect/,Hall 7 Stand 7I80,,marketing@spectrumeffect.com,http://www.spectrumeffect.com,"Spectrum Effect has pioneered highly innovative machine learning based analytics of mobile network data for RF interference mitigation. Our revolutionary solution, Spectrum-NET, enables mobile operators to accurately identify, characterize, classify, localize and assess the impact of sources of external and unintended internal RF interference. Protected by 20+ patents, Spectrum-NET operates seamlessly across multi-vendor UMTS, LTE and (future) 5G NR networks on a continual basis without any need for external probes. With Spectrum-NET, operators across the globe are now rapidly resolving PIM, faulty hardware and external interference issues; improving network KPIs and surgically deploying their field assets. Learn more at www.spectrumeffect.com."
