,Name,Link,Location,Number,Email,Website,Description
812,salesforce,https://www.mwcbarcelona.com/exhibitor/salesforce/,Hall Upper Walkway Stand GG2,,,,"Salesforce is the global leader in customer relationship management (CRM), helping companies connect with their customers in a whole new way. Founded in 1999, Salesforce enables companies of every size and industry to take advantage of powerful Fourth Industrial Revolution technologies—cloud, mobile, social, internet of things, and artificial intelligence—to get closer to their customers. The Salesforce Customer Success Platform includes industry-leading services spanning sales, service, marketing, commerce, communities, collaboration and industries, all on a single trusted cloud platform."
813,samoby,https://www.mwcbarcelona.com/exhibitor/samoby/,Hall Congress Square Stand CS50,,,http://www.samoby.com,Samoby improves in REAL-TIME the IT Services efficiency by using smartphones as a source of information about user digital experience:
814,sandvine,https://www.mwcbarcelona.com/exhibitor/sandvine/,Hall 5 Stand 5F31,,info@sandvine.com,http://www.sandvine.com,"Sandvine helps organizations engineer and operate world-class networks with Active Network Intelligence. By leveraging Sandvine’s machine learning analytics and closed-loop automation, operators can identify and adapt network behavior in real-time. With Sandvine, organizations have the power of an automated platform from a single vendor that delivers a deeper understanding of their network data to drive faster, and more informed decision-making."
815,sanjole,https://www.mwcbarcelona.com/exhibitor/sanjole/,Hall 6 Stand 6L50,,sales@sanjole.com,http://www.sanjole.com,"Sanjole is a leading test equipment company focused on wireless over the air analysis for 5G, 4G and IOT technologies.  Sanjole serves the entire ecosystem from chip developers to equipment manufacturers to operators.  Our troubleshooting analysis tools speed the delivery of products and services.  Our latest introduction to the wireless market include 5G NR, 5G NSA, NB-IOT, C-V2X, EMTC and MulteFire.  Come see the future of wireless testing!"
816,sanofi,https://www.mwcbarcelona.com/exhibitor/sanofi/,Hall M8,,ed.neeves@sanofi.com,,"Sanofi is dedicated to supporting people through their health challenges. We are a global biopharmaceutical company focused on human health. We prevent illness with vaccines, provide innovative treatments to fight pain and ease suffering. We stand by the few who suffer from rare diseases and the millions with long-term chronic conditions."
817,satadsl,https://www.mwcbarcelona.com/exhibitor/satadsl/,Hall 7 Stand 7G71,,info@satadsl.net,http://www.satadsl.net,"SatADSL is a satellite Service Provider which designs and offers innovative satellite networking solutions to Telco's, MNO's, banks, broadcasters, NGOs,  ISPs, telecom operators and other companies in remote areas or where terrestrial infrastructure is not reliable. "
818,sawwah,https://www.mwcbarcelona.com/exhibitor/sawwah/,Hall M8,,sahar@sawwa7travel.com,,Sawwa7 is an online marketplace and booking platform which connect travelers with local touristic service providers.
819,sboing,https://www.mwcbarcelona.com/exhibitor/sboing/,Hall 8,,liotop@sboing.net,http://www.sboing.net,"SBOING is an innovative high-tech ICT SME implementing an internationally patented, collaborative, crowdsourcing methodology for the collection, processing and distribution of historical and real-time traffic data to provide more accurate routing for satellite-based, offline navigation. SBOING users earn digital credits (SCUs), which they can exchange with special offers and they benefit from next-day map updates and true privacy through crypto and trace-anonymization technologies."
820,scientiamobile,https://www.mwcbarcelona.com/exhibitor/scientiamobile/,Hall 7 Stand 7N61,,ken@scientiamobile.com,http://www.scientiamobile.com,"ScientiaMobile helps the advertising industry improve its targeting and campaign ROI with mobile device detection. With customers such as Google and Amazon, ScientiaMobile’s  WURFL device detection solution is the industry's most accurate with over 61,000 devices, 99% accuracy, unparalleled API speed, and world-class ticketed support."
821,screenz,https://www.mwcbarcelona.com/exhibitor/screenz/,Hall 5 Stand 5D81,,lawrence.stuart@scrnz.com,http://www.scrnz.com,"Screenz is the platform to create entertainment driven customer experiences working with leading content providers such as Jio, Sony entertainment, Fox, ABC, Viacom18, Globo, RCTI, Univision and more."
822,scrive,https://www.mwcbarcelona.com/exhibitor/scrive/,Hall 7 Stand 7F41,,,,
823,securedtouch,https://www.mwcbarcelona.com/exhibitor/securedtouch/,Hall 5 Stand 5D81,,noa@securedtouch.com,http://www.securedtouch.com,"SecuredTouch is the expert in behavioral biometrics for mobile transactions, delivering continuous authentication technologies to strengthen security and reduce fraud while improving customers digital experience."
824,securithings,https://www.mwcbarcelona.com/exhibitor/securithings/,Hall 5 Stand 5E61,,roy@securithings.com,http://www.securithings.com,SecuriThings provides real-time security for IoT solutions. A software solution which utilizes Big Data and advanced Machine Learning to detect and mitigate cyber-attacks in real-time. The system is cost effective and tailored for solutions across IoT verticals.
825,sedco,https://www.mwcbarcelona.com/exhibitor/sedco/,Hall 5 Stand 5G11,,duha@sedco.co,http://www.sedco.co,"SEDCO is a global provider of comprehensive Customer Experience Management (CEM) solutions that transform the customer journey through all possible touchpoints, keeping the customers happy while increasing ROI."
826,seerslab,https://www.mwcbarcelona.com/exhibitor/seerslab/,Hall 7 Stand 7L60,,charlie.han@seerslab.com,,"Seerslab started 4 years ago with a mobile AR camera app called “lollicam”. Since then it has been developing AR technology, creating AR contents and has evolved to become a leading AR technology/content platform company. Seerslab’s AR solution includes AR engine SDK and content management server with over 5,000 AR contents. It is integrated into Galaxy mobile phones allowing users directly consume its AR contents on embedded default cameras. Seerslab has been selected as AR partner for and is working with global leaders such as Samsung, Pepsi, Disney, Facebook, Instagram, Amway, etc. for their AR content and marketing collaboration."
827,seismicai,https://www.mwcbarcelona.com/exhibitor/seismicai/,Hall 5 Stand 5D81,,,,"SeismicAI is world-leader in Earthquake Early Warning Systems (EEWS).  The company developed commercial-grade system enabling to detect under 1 second any seismic activity, location of impact.  Fast early warning enables operators of critical infrastructures to react immediately to any catastrophic event, eliminating unnecessary loss of life and injuries."
828,seluxit,https://www.mwcbarcelona.com/exhibitor/seluxit/,Hall 6 Stand 6C50,,brian@seluxit.com,,"Seluxit is an Internet of Things (IoT) solution provider. We help product manufacturers connect their physical products to the Internet, and benefit from the value of data. Millions of Seluxit-powered IoT products are already deployed in 19 European countries and counting.  Seluxit’s vision is to be a major contributor to the story of the Internet of Things — how we humans can orchestrate connected products to improve our lives, while preserving our security and privacy."
829,senet,https://www.mwcbarcelona.com/exhibitor/senet/,Hall 8,,klynch@senetco.com,http://www.senetco.com,"A Founding and Contributing member of the LoRa Alliance, Senet is the leader in global Internet of Things (IoT) connectivity used to instrument the physical world and enable businesses to revolutionize their operations. With core values centered around changing the world for the better, Senet is committed to promoting IoT Network and Network Management innovation, and supports an open partner ecosystem to ensure that IoT realizes its full potential of delivering economic, environmental, and social improvements. Senet is dedicated to supporting the LoRaWAN  protocol as the open global standard for secure, carrier-grade IoT Low Power Wide Area (LPWA) connectivity for IoT solutions across all industries."
830,senorics,https://www.mwcbarcelona.com/exhibitor/senorics/,Hall M8,,,http://www.senorics.com,"SENORICS is a start-up originating from the University of Technology Dresden commercializing an optical sensor solution for near-infrared (NIR) spectroscopy based on organic electronics. This technology allows small, robust, wavelength selective and fully customizable detectors enabling NIR-spectroscopy on chip level. Thus, SENORICS can deliver unique solutions for various measurement and detection problems in industrial applications. Examples are determining ingredients or compositions of raw materials, consumables or end products in the food, chemistry, packaging or automotive industry and other branches. Moreover, SENORICS is enabling the design of new small and mobile mass market devices for consumers including NIR-spectroscopy chips for smartphones."
831,sense4care,https://www.mwcbarcelona.com/exhibitor/sense4care/,Hall Congress Square Stand CS20,,info@sense4care.com,http://www.sense4care.com,"Based in Barcelona, Sense4Care is a leader R+D company specialized in designing, manufacturing, and marketing wearables and medical devices focused on the identification of movement patterns on persons, with the aim of improving quality of life of people with special care requirements."
832,sensefields,https://www.mwcbarcelona.com/exhibitor/sensefields/,Hall Congress Square Stand CS20,,amichael@sensefields.com,http://www.sensefields.com,"Serving the latest needs of the intelligent mobility landscape worldwide, Sensefields technology is transforming the mobility management field contributing to a citizen-friendlier future. Based on the IoT, and using cutting edge wireless communication systems that detect and process real-time trafﬁc data, Senseﬁelds offers versatile solutions within a great variety of wise cities, connected roads, smart parking and intelligent airport and port applications.Taking advantage of the expertise in the road infrastructure industry, Sensefields is now revolutionising the connected vehicle field by offering advanced telematics services and heading towards V2X – Vehicle to Everything – solutions that are shaping our MaaS environment."
833,sensel,https://www.mwcbarcelona.com/exhibitor/sensel/,Hall 2 Stand 2B6Ex,,,,
834,sensorbee,https://www.mwcbarcelona.com/exhibitor/sensorbee/,Hall 7 Stand 7F41,,,,
835,sensory,https://www.mwcbarcelona.com/exhibitor/sensory/,Halls,,bbrafman@sensory.com,http://www.sensory.com,"Sensory licenses embedded AI technologies into mobile phone, IoT, automotive and other consumer electronics. Technologies include speech recognition (wake words, low power, large vocabulary, natural language, etc.), biometric authentication (face and voice, including FIDO certification), sound identification and scene analysis (in house and environmental noises), and computer vision for facial monitoring (drowsiness, attention, emotions, glasses, gaze, eyes open, etc.). Sensory technologies are licensed by the world’s largest AI companies (Google, Amazon, Samsung, Huawei, Motorola, etc.) and have shipped in quantities of several billion units. If your products need feature differentiation, data privacy, improved ease-of-use, or biometric security contact sales@sensory.com today!"
836,sentiance,https://www.mwcbarcelona.com/exhibitor/sentiance/,Hall 7 Stand 7G71,,info@sentiance.com,http://www.sentiance.com,"Sentiance is a data science company turning IOT sensor data into rich insights about people’s behavior and real-time context. These insights enable companies to understand how customers go through their everyday lives, discover and anticipate the moments that matter most; and help companies engage with their customers and users in a hyper-personalized way. Sentiance motion-based intelligence platform enables solutions for mobility, lifestyle-based insurance, connected health, connected car, contextual marketing & commerce, smart mobility, smart home, and smart city."
837,serta,https://www.mwcbarcelona.com/exhibitor/serta/,Hall 6 Stand 6D50,,info@sertateelcom.com,http://www.sertasolutions.com,"Serta is an Information and Communication Technology (ICT) solutions provider established in 2009. The company is part of Resource Group, an investment group with a portfolio of diversified businesses that capitalizes on technology and human talent for value creation."
838,setelia,https://www.mwcbarcelona.com/exhibitor/setelia/,Hall 5 Stand 5G23,,info@setelia.com,,"SETELIA is a key player in Telecom, Network & Digital domains with 400 consultants based in Europe and beyond. Ensuring innovation and expertise to its customers, SETELIA is qualified to support them in the following projects:"
839,setics,https://www.mwcbarcelona.com/exhibitor/setics/,Hall 5 Stand 5B61,,,,
840,settlemint,https://www.mwcbarcelona.com/exhibitor/settlemint/,Hall 7 Stand 7G71,,frank.segers@settlemint.com,,"SettleMint helps organizations leverage the benefits of Blockchain: whether those enterprises are looking to improve efficiency, to extend their current products or completely reinvent an existing business model by offering them our distributed middleware Mint."
841,seworks,https://www.mwcbarcelona.com/exhibitor/seworks/,Hall 8,,contact@se.works,,"As a team of white hat hackers and six-time DEF CON finalists, SEWORKS provides offensive and defensive app security solutions. SEWORKS helps organizations have continuous security management in place to prevent potential hacking dangers. AppSolid Scan is a security testing tool for mobile apps, and AppSolid provides advanced protection for mobile apps. Pentoma is a fully automated penetration testing tool for web apps. All of the solutions are customizable to the development environment upon request. SEWORKS' security solutions are easy to use, fast, and human resources are not required to have sophisticated security."
842,sfam,https://www.mwcbarcelona.com/exhibitor/sfam/,Hall 5 Stand 5D31,,,,
843,sheetgo,https://www.mwcbarcelona.com/exhibitor/sheetgo/,Hall M8,,admin@sheetgo.com,http://www.sheetgo.com,"Sheetgo is a SaaS that allows anyone to automate workflows straight from spreadsheets online.  It enhances productivity and data reliability without any techie skills required. Ultimately, any user can create complex data workflows in a few clicks using software tools they already know. To help, Sheetgo provides automatically deployable solutions for all types of departments and industries, as well as best practices to make everyday work easier."
844,shieldiot,https://www.mwcbarcelona.com/exhibitor/shieldiot/,Hall 5 Stand 5D81,,udi.solomon@shieldiot.io,http://www.shieldiot.io,ShieldIOT is an IoT cyber security solution provider.
845,shields,https://www.mwcbarcelona.com/exhibitor/shields/,Hall 2 Stand 2C58MR,,tom.vos@shields-e.com,http://www.shields-e.com,"Shields is an international organization with operations in EMEA and North America. We are an ISO 9001, ISO 14001, OHSAS 18001 and TL9000 registered organization with over 40 years of experience in delivering Whole Life Cycle Managed Services to the telecommunications sector."
846,shootr,https://www.mwcbarcelona.com/exhibitor/shootr/,Hall 8,,clara.nafria@shootr.com,,"A breakthrough co-watch solution for broadcasters. Shootr is the ultimate chat overlay for apps and web videos that enhances the audience experience, increases engagement, app retention, and provides new revenue streams for Media and Telcos."
847,shopitag,https://www.mwcbarcelona.com/exhibitor/shopitag/,Hall M8,,,,"Shopitag is a conversational platform offering order & pay via chat and voice. Our platform has customers from 26 countries, and is being used in large venues, hospitality, retail and by large brands. Conversational commerce via chatbots and voice assistants will mean a new revolution in e-commerce, and our growing list of customers proofs interest is picking up."
848,shotl,https://www.mwcbarcelona.com/exhibitor/shotl/,Hall M8,,gerard@shotl.com,,"Shotl is a mobility platform for transport operators, municipalities, corporations and business parks that matches multiple passengers headed in the same direction with a moving vehicle."
849,siba,https://www.mwcbarcelona.com/exhibitor/siba/,Hall M8,,info@innosense.gr,,"Siba is a startup company that develops low cost sensor boxes for IoT, embedded software and cloud services that  together ensure  highly reliable monitoring of air quality (CO2, CO, VOCs, O3, NOx, particles and humidity) and taking automatically steps to improve it through actuation of ventilators, heaters, dehumidifiers."
850,sicap,https://www.mwcbarcelona.com/exhibitor/sicap/,Hall 7 Stand 7K61,,info@sicap.com,http://www.sicap.com,"Do you want to hear about VoLTE Device Entitlement? Or, find out what’s the latest and greatest in Device Management for Smartwatches and Smartphones? Are you keen on solutions for Customer Care Chatbots? Or, if you want to know how to manage stolen and counterfeit devices using EIR, visit Sicap Booth 7K61! Sicap is a global mobile device management solution provider for Operators, MVNOs and Regulators. We work with more than 80 service providers in 76 countries. Our Cloud solutions and pay-as-you-grow pricing model give you a quick deployment time, minimized upfront investment and low operational costs. For more: https://www.sicap.com/mwc2019/"
851,signaturit,https://www.mwcbarcelona.com/exhibitor/signaturit/,Hall Congress Square Stand CS50,,info@signaturit.com,,"Signaturit is a qualified electronic trust service provider that offers innovative solutions in the field of electronic signature (eSignatures), certified electronic delivery (eDelivery) and electronic identification (eID)."
852,signen,https://www.mwcbarcelona.com/exhibitor/signen/,Hall Congress Square Stand CS30,,info@signen.com,,Signen Blockchain is an online platform capable to perform E-signature and Digital identification (KYC) reinforced by the disruptive Blockchain technology.
853,sikiwis,https://www.mwcbarcelona.com/exhibitor/sikiwis/,Hall 5 Stand 5B21,,paul.sitbon@sikiwis.com,,"As a French Tech company, Sikiwis supports Enterprises and Government Institutions in their digital and mobile transformation via its revolutionary platform Digitalizr – the first zero code business application platform for Industry 4.0 and digital transformation."
854,siklu,https://www.mwcbarcelona.com/exhibitor/siklu/,Hall 5 Stand 5K21,,,,
855,sikur,https://www.mwcbarcelona.com/exhibitor/sikur/,Hall 8,,sales@sikur.com,http://www.sikur.com,"SIKUR today is a security mindset. It is a new way of thinking about security. We are a platform capable of delivering end-to-end, reliable and trustworthy protection. We have created a way to provide total security on any application, be it banking, stocks, news, cryptocurrency, wallets or email. We are the security that your communications need."
856,simcar,https://www.mwcbarcelona.com/exhibitor/simcar/,Hall M8,,amola@simcar.online,http://www.simcar.online,"SIMCAR is an IoT solutions startup company that specializes in automotive connectivity. We develop a unique solution to connect any car manufactured after 1996 to the cloud and make it smarter. Our focus is to add smart services for car fleets that lack new features and revolutionize fleet management through our hardware. We provide a wide range of solutions such as GPS fleet tracking, remote vehicle function control and vehicle diagnostics all in one product, but also provide scalable solutions for individual needs. We help make your car smarter via our mission ""smarter cars for smart cities""."
857,simgas,https://www.mwcbarcelona.com/exhibitor/simgas/,Hall M8,,,,
858,sinch,https://www.mwcbarcelona.com/exhibitor/sinch/,Hall 8,,,http://www.sinch.com,"Sinch brings businesses and people closer with tools enabling personal engagement. Its leading cloud communications platform lets businesses reach every mobile phone on the planet, in seconds or less, through mobile messaging, voice and video. Sinch is a trusted software provider to mobile operators, and its platform powers business-critical communications for many of the world’s largest companies. Sinch has been profitable and fast-growing since its foundation in 2008. It is headquartered in Stockholm, Sweden, and has a local presence in more than 30 countries."
859,singerhood,https://www.mwcbarcelona.com/exhibitor/singerhood/,Hall M8,,info@singerhood.com,http://www.singerhood.com,"Singerhood app integrates high-quality voices recorded by professional artists, aimed for amateur singers wishing to learn choral works."
860,singular,https://www.mwcbarcelona.com/exhibitor/singular/,Hall 8,,,,"Singular is a Marketing Intelligence Platform that transforms marketing data into accurate, granular and actionable insights to drive growth. By unifying marketing campaign data with attribution data, marketers can measure ROI from every touchpoint across multiple channels for a single source of truth. Singular currently tracks over $10 billion in digital marketing spend, revenue and lifetime value across industries including retail, finance, travel, gaming, entertainment, media, and on-demand services. Singular customers include companies like Rovio, Airbnb, LinkedIn, Zynga, Glovo, & Twitter. Singular is backed by Norwest Venture Partners, General Catalyst, Thomvest Ventures, Method Capital, Translink Capital, DCM & Telstra Ventures."
861,siradel,https://www.mwcbarcelona.com/exhibitor/siradel/,Hall 5 Stand 5B71,,,,"Siradel produces 3D digital twins of cities, data-driven collaborative platforms with simulations and bigdata capabilities for smarter infrastructure networks and the improved well-being of inhabitants."
862,slashmobility,https://www.mwcbarcelona.com/exhibitor/slashmobility/,Hall Congress Square Stand CS30,,,,"Innovative solutions company Mobile Corporate founded in 2010 whose mission is focused on accelerating the technological digitalization of society. SlashMobility has a team of +70 professionals who have developed +1,000 solutions for +150 clients in its headquarters in Madrid, Barcelona and London. It offers services from the ideation, conceptualization and development of mobile solutions, integrated with emerging technologies such as IOT, Blockchain, AI and VR. In addition, it offers recruitment, loyalty and IT talent promotion services. SlashMobility has an investment fund in startups (Bloomium) and its own line of B2E digital products (Kokoro Studio)."
863,slicingdice,https://www.mwcbarcelona.com/exhibitor/slicingdice/,Hall 8,,,,
864,smaaart,https://www.mwcbarcelona.com/exhibitor/smaaart/,Hall 5 Stand 5B61,,contact@smaaart.fr,http://www.smaaart.fr,"SMAAART are premium smartphones refurbished in France. Our mobiles are 100% functional, compliant with sustainable policies, with 12 to 24 months warranty and offering a high quality after sales service. SMAAART are smartphones with a positive ecological footprint."
865,smaato,https://www.mwcbarcelona.com/exhibitor/smaato/,Hall 8,,events@smaato.com,http://www.smaato.com,"Smaato is the leading global real-time mobile advertising platform, connecting 10,000+ advertisers — including 91 of the Top 100 Ad Age brands — with over 90,000 app developers and mobile web publishers. Smaato manages up to 20 billion mobile ad impressions daily and reaches over one billion unique mobile users monthly. Founded in 2005 by mobile pioneers Ragnar Kruse and Petra Vorsteher, Smaato has global headquarters in San Francisco, California, with additional offices in Berlin, Hamburg, New York City, Shanghai, and Singapore. Learn more at www.smaato.com."
866,smanos,https://www.mwcbarcelona.com/exhibitor/smanos/,Hall 7 Stand 7J3,,sales@smanos.com,,"In the picturesque outskirts of Amsterdam (Hoofddorp) came about the inception of smart home technology brand smanos in 2013. Harnessing cutting-edge design concepts, smanos delivers the ultimate user experience of wireless smart home and DIY security systems to households worldwide. Promising more than just a sense of security, smanos also ensures user-definable comfort and convenience, along with mobile accessibility and confirmation. In its pursuit for perfection in human-centric research and design, smanos continues to wow homeowners by putting the smarts of smart home and smart security directly in their hands. Dream big and live smart with smanos now!"
867,smartcom,https://www.mwcbarcelona.com/exhibitor/smartcom/,Hall 5 Stand 5B61,,,,
868,smartviser,https://www.mwcbarcelona.com/exhibitor/smartviser/,Hall 5 Stand 5B41,,christele.arnoult@smartviser.com,http://www.smartviser.com,SmartViser is a recognized expert in Test Automation.
869,smsmode,https://www.mwcbarcelona.com/exhibitor/smsmode/,Hall 5 Stand 5B61,,,,
870,snowfire,https://www.mwcbarcelona.com/exhibitor/snowfire/,Hall 7 Stand 7F41,,ditte@snowfire.net,,Snowfire – The collaboration platform for high converting websites. Meet a designer and break free.
871,soccerdream,https://www.mwcbarcelona.com/exhibitor/soccerdream/,Hall M8,,contact@soccerdream.com,http://www.soccerdream.com,"SoccerDream is a startup fully focused in VR football training with a B2B business model to sell its VR training tool to clubs around the world. SoccerDream has proven that players using our VR Football Training platform improve their football game on the real field. This has been proven in our Lab in Barcelona, Spain, for the specific game aspects trained in the VR. We call it developing the Football IQ. The key is that VR allows to train football IQ and cognitive aspects aside from physical & technical aspects."
872,socialpubli,https://www.mwcbarcelona.com/exhibitor/socialpubli/,Hall M8,,,http://www.socialpubli.com,Socialpubli.com is a social tool that connects advertisers with influencers.
873,socialreacher,https://www.mwcbarcelona.com/exhibitor/socialreacher/,Hall M8,,,,"SocialReacher is a corporate communication tool focused on the concept of employee advocacy. Through it, a company has the opportunity to motivate its collaborators (employees, partners…) to contribute to spreading messages through their own social networks. Through a gambling program, employees earn points each time they share publications on their networks, which they can exchange for points. Thanks to SocialReacher, make your collaborators your brand ambassadors."
874,sofrecom,https://www.mwcbarcelona.com/exhibitor/sofrecom/,Hall 3 Stand 3K10,,ldcontact.sofrecom@sofrecom.com,http://www.sofrecom.com,"Sofrecom, an Orange Group subsidiary, has developed over almost 50 years its unique ingenuity in the operator businesses. It is now a world leader in information and communication technologies as well as business consulting for the telecoms industry."
875,softech,https://www.mwcbarcelona.com/exhibitor/softech/,Hall 6 Stand 6G11,,contact@softech.ro,http://www.softech.ro,"SOFTECH  is a technology-driven innovative software development and outsourcing company from Cluj-Napoca, Romania, active on the global market. "
876,softex,https://www.mwcbarcelona.com/exhibitor/softex/,Hall 8,,ana@softex.br,,"Brasil IT+ is a partnership sponsored by SOFTEX (Association for the Promotion of Brazilian Software Excellence) and APEX Brasil (Brazilian Trade and Investment Promotion Agency) promoting Brazilian IT companies internationally. Visit us at Hall 8.1 stand E11 to meet with our companies: Argotechno, BRQ, Bwtech, Chkout.me, Digibee, EiTV, Every TI, Ilegra, Inevent, Khomp, Linkedby, MBA Mobi, MC1, Navita, Pulsus, Sikur, Slicingdice, Tokenlab, Totaldocs, Vortigo, W5, 2Mundos and learn how they can support your Digital Revolution with a broad portfolio from app development, enterprise mobile application, digital media, security, mobility, cloud, big data analytics, dashboards, streaming, telecommunications and IT outsourcing services."
877,solace,https://www.mwcbarcelona.com/exhibitor/solace/,Hall 8,,ines.lasch@solace.com,http://www.solace.com,"Solace is the creator of PubSub+, advanced message broker technology that can be used to create an event distribution mesh. As the only unified message broker that supports publish/subscribe, queueing, request/reply and streaming using open protocols and APIs across hybrid cloud and IoT environments, we rapidly and reliably route information between applications, devices and people across clouds. Large enterprises such as SAP, Barclays, and American Express, as well as Telco’s such as Airtel, Cricket, and Jio use our smart data movement technologies to modernize legacy applications and successfully pursue analytics, hybrid cloud and Internet of Things strategies."
878,solarworks,https://www.mwcbarcelona.com/exhibitor/solarworks/,Hall M8,,,,
879,solid,https://www.mwcbarcelona.com/exhibitor/solid/,Hall 7 Stand 7G81,,,http://www.solid.com,"SOLiD (https://www.solid.com) drives extreme edge connectivity through a portfolio of DAS, optical and IOT solutions to connect people, places and things in a fantastically connected world. SOLiD delivers RF amplifier, RF radio, optical transport and IOT solutions across the globe. SOLiD enables indoor and outdoor cellular and public-safety communications at some of the world’s best-known and most challenging venues including leading hospitals; professional, and college sports venues; government, university and Fortune 500 corporate buildings and campuses; international airports and metropolitan subways; industrial and logistical facilities; and other high-profile sites. For further information on SOLiD DAS, Backhaul and Fronthaul and IOT solutions go to www.solid.com or call 888-409-9997."
880,solve,https://www.mwcbarcelona.com/exhibitor/solve/,Hall 8,,galazoulas@gmail.com,http://www.sol-ve.com,"Solve is a platform, to find a beach, book and pay an umbrella, protect your valuables and order food and beverage, while at the beach."
881,somnox,https://www.mwcbarcelona.com/exhibitor/somnox/,Hall M8,,julian@somnox.nl,,Somnox is the sleep company changing the world by changing the way you sleep. A good day starts with good nights and we're here to help you become your best. 
882,sonarax,https://www.mwcbarcelona.com/exhibitor/sonarax/,Hall 5 Stand 5D81,,,,"Sonarax provides out-of-band connectivity over ultrasonic sound waves, beyond the human hearing range, enabling smooth and continuous Machine2Machine connection anytime, anywhere even when standard networks are not available."
883,sondeos,https://www.mwcbarcelona.com/exhibitor/sondeos/,Hall 8,,,,
884,sophos,https://www.mwcbarcelona.com/exhibitor/sophos/,Hall 4 Stand 4E8Ex,,,http://www.sophos.com,"Sophos is a leader in next-generation endpoint and network security. As the pioneer of synchronized security Sophos develops its innovative portfolio of endpoint, network, encryption, web, email, and mobile security solutions to work better together."
885,soundpays,https://www.mwcbarcelona.com/exhibitor/soundpays/,Hall 7 Stand 7J51,,steve@soundpays.com,http://www.soundpays.com,"Soundpays offers an advanced engagement solution for broadcasters that spans the IoT, mobile payments and Martech fields.  The company uses ultrasonic sound wave technology to deliver engagement information, call-to-action opportunities and even  product purchase screens directly from advertising or broadcast content to the mobile device.  "
886,sowhen,https://www.mwcbarcelona.com/exhibitor/sowhen/,Hall 8,,m.marouene@sowhen.fr,,SoWhen? is a creative start-up that links new technologies to people via storytelling and an innovative laboratory that creates emotional experiences that connect the brand's universe to its audience.
887,spaceboost,https://www.mwcbarcelona.com/exhibitor/spaceboost/,Hall M8,,maria.donadeu@spaceboost.com,http://www.spaceboost.com,Spaceboost is a an PPC Automation Software created to change the way companies advertise on Google and Bing’s paid search & shopping advertising programs.
888,spacetalk,https://www.mwcbarcelona.com/exhibitor/spacetalk/,Hall Congress Square Stand CS128,,,http://www.spacetalkwatch.com,"Market leading Australian all-on-one children’s smartphone, watch and GPS device. Sold by world leading MNO’s and CE Retailers, SPACETALK has 17+ years’ experience in school communications and student safety, 3G/4G mobile and IoT network available, SPACETALK is the clear choice for MNO’s and CE retailers seeking to succeed in this fast growing category. Kid wearable, kids mobile phone, kids smartwatch and child mobile phone"
889,spatialbuzz,https://www.mwcbarcelona.com/exhibitor/spatialbuzz/,Hall 7 Stand 7O61MR,,,http://www.spatialbuzz.com,SpatialBuzz helps mobile operators engage with their customers to make the network better. Enhanced engagement channels for Customers and Care. Crowdsourced network intelligence for Service Operations Centres. Customer-Driven Network Improvement.
890,spectronite,https://www.mwcbarcelona.com/exhibitor/spectronite/,Hall 6 Stand 6L30,,elias.elaily@spectronite.com,http://www.spectronite.com,Spectronite 
891,spitche,https://www.mwcbarcelona.com/exhibitor/spitche/,Hall M8,,kevin@spitche.com,,Spitche is a marketing platform rewarding customers when they promote your brand on social media.
892,spotlightpos,https://www.mwcbarcelona.com/exhibitor/spotlightpos/,Hall 8,,,http://www.spotlightpos.com,"SpotlightPOS is a SaaS company, globally introducing a next generation end-to-end comprehensive cloud management ERP platform, specialised to offer operational & performance efficiency to the hospitality/entertainment industry businesses. Offering a wireless online & offline ordering service; Integrated Credit Card processing; Real time Sales, Warehouse & Inventory analytics; Profit and Loss analysis; Loyalty services; Room Charge Services; Handsfree Payments and Ticketing services;"
893,sprint,https://www.mwcbarcelona.com/exhibitor/sprint/,Hall 2 Stand 2L4Ex,,david.tovar@sprint.com,,"Sprint is a communications services company that creates more and better ways to connect its customers to the things they care about most. Sprint serves 54.5 million connections and is widely recognized for developing, engineering and deploying innovative technologies, including the first wireless 4G service from a national carrier in the United States. Today, Sprint’s legacy of innovation and service continues with an increased investment to dramatically improve coverage, reliability and speed across its nationwide network and commitment to launching the first 5G smartphone in the U.S. Learn more and find us on social media at twitter.com/sprint and facebook.com/sprint."
894,squadata,https://www.mwcbarcelona.com/exhibitor/squadata/,Hall M8,,ppelissier@squadata.net,,Activate your data. Optimise your campaigns. 
895,stageinhome,https://www.mwcbarcelona.com/exhibitor/stageinhome/,Hall M8,,eoriol@naradarobotics.com,,"StageInHome allows customers to transform empty spaces into vibrant, eye-catching places: Dress your house with carefully designed furniture with our Augmented Reality app."
896,starchium,https://www.mwcbarcelona.com/exhibitor/starchium/,Hall M8,,arcwan@starcihum.com,,"We have developed a solution that allows consumers and contractors to make fair transactions by automating the creation of quotes with the big data in the interior distribution and construction markets. Existing contractors were unable to resolve their suspicions because they made estimates using different standards and manuals. Also, consumers could not trust such quotes because they lacked expertise."
897,startupxplore,https://www.mwcbarcelona.com/exhibitor/startupxplore/,Hall M8,,javier@startupxplore.com,,"Startupxplore is a premium equity crowdfunding platform that operates as a Digital VC. We launch highly curated investment opportunities in top startups to a +14K investors community distributed across Europe. We coinvest in each and every deal with lead investor with a proven track record, and we also invest our own money."
